Factory Name,Factory Type,Product Type,"Nike, Inc. Brand(s)",Events,Supplier Group,Address,City,State,Add,Postal Code,Country/Region,Region,Total Workers,Line Workers,% Female Workers,% Migrant Workers,Lat,Lon,Status
"A & K DESIGNS, INC.",FINISHED GOODS,APPAREL,NIKE,,A & K DESIGNS,8564 NE ALDERWOOD ROAD,PORTLAND,OREGON,"8564 NE ALDERWOOD ROAD, PORTLAND, OREGON, United States of America",97220,United States of America,AMERICAS,130,90,71.0%,0.0%,45.571327,-122.575822,success
"ACODE SPORTING GOODS CO., LTD",FINISHED GOODS,EQUIPMENT,NIKE,,NO GROUP (EQ),32 VSIIP-A DUONG31,VIETNAM,BÌNH DUONG,"32 VSIIP-A DUONG31, VIETNAM, BÌNH DUONG, Viet Nam",82617,Viet Nam,SE ASIA,289,233,1.0%,0.4%,11.199916,106.661041,doubt
ADORA FOOTWEAR LIMITED,FINISHED GOODS,FOOTWEAR,Converse,,HONG FU,TAM DIEP INDUSTRY ZONE,NINH BINH PROVINCE,NINH BÌNH,"TAM DIEP INDUSTRY ZONE, NINH BINH PROVINCE, NINH BÌNH, Viet Nam",8000,Viet Nam,SE ASIA,9056,8806,88.0%,0.0%,20.159809,105.888191,success
AJARA 1,FINISHED GOODS,APPAREL,NIKE,,MILTEKS,"BOBOKVATI STREET 14, BOBOKVATI VILLAGE",KOBULETI,AJARIA,"BOBOKVATI STREET 14, BOBOKVATI VILLAGE, KOBULETI, AJARIA, GEORGIA",6200,GEORGIA,EMEA,1061,820,99.0%,0.0%,41.82,41.77528,doubt
AJARA TEXTILE LTD,FINISHED GOODS,APPAREL,NIKE,,MILTEKS,31 MOTSERELIA STR.,POTI,SAMEGRELO-ZEMO SVA,"31 MOTSERELIA STR., POTI, SAMEGRELO-ZEMO SVA, GEORGIA",4400,GEORGIA,EMEA,1351,1111,96.0%,0.0%,41.870087,43.735725,doubt
"ALL WELLS INTERNATIONAL CO., LTD.",FINISHED GOODS,FOOTWEAR,NIKE,,SPORTS GEAR,"81 ROAD., TOC TIEN COMMUNE., PHU MY TOWN",PHU MY,BÀ RA - VUNG TÀU,"81 ROAD., TOC TIEN COMMUNE., PHU MY TOWN, PHU MY, BÀ RA - VUNG TÀU, Viet Nam",790000,Viet Nam,SE ASIA,3273,2495,83.0%,0.0%,37.281019,-106.107868,success
ALMAXTEX TEKSTIL SANAYI VE TICARET A.S.,FINISHED GOODS,APPAREL,NIKE,Collegiate,YESIM,ANKARA YOLU GURSU KAVSAGI 11.KM,BURSA,BURSA,"ANKARA YOLU GURSU KAVSAGI 11.KM, BURSA, BURSA, TURKEY",16580,TURKEY,EMEA,3501,2234,55.0%,0.1%,40.19167,29.06111,doubt
ANDBRAVA SRL,FINISHED GOODS,EQUIPMENT,Converse,,NO SUPPLIER GROUP,1650 GENERAL SAN MARTÍN,SAN MARTIN,BUENOS AIRES,"1650 GENERAL SAN MARTÍN, SAN MARTIN, BUENOS AIRES, ARGENTINA",B1650,ARGENTINA,AMERICAS,7,5,1.0%,20.0%,-34.607357,-58.454595,doubt
ANHUI COSMO SPORTING GOODS COMPANY LIMITED,FINISHED GOODS,EQUIPMENT,NIKE,,ANHUI COSMO,"ECONOMIC DEVELOPMENT ZONE, JINZHAI COUNTY",LU'AN CITY,ANHUI,"ECONOMIC DEVELOPMENT ZONE, JINZHAI COUNTY, LU'AN CITY, ANHUI, China Mainland",237321,China Mainland,N ASIA,371,315,91.0%,0.0%,31.75276958,115.9232895,success
ANIGER CALCADOS SUPRIMENTOS E EMPREENDIMENTOS LTDA,FINISHED GOODS,FOOTWEAR,NIKE,,ANIGER,"RUA ARMINDO ELTZ, 51 - QUATRO COLONIAS",CAMPO BOM – RS,RIO GRANDE DO SUL,"RUA ARMINDO ELTZ, 51 - QUATRO COLONIAS, CAMPO BOM – RS, RIO GRANDE DO SUL, BRAZIL",93700-000,BRAZIL,AMERICAS,372,41,60.0%,0.0%,-29.66214729,-51.03599783,success
ANNIC II S.A.,FINISHED GOODS,APPAREL,NIKE,,GILDAN,LAS PALMERAS INDUSTRIAL PARK,MASATEPE,MANAGUA,"LAS PALMERAS INDUSTRIAL PARK, MASATEPE, MANAGUA, NICARAGUA",0,NICARAGUA,AMERICAS,3564,3276,49.0%,0.2%,12.083997,-86.180527,doubt
"ANNORA VIETNAM  FOOTWEAR CO.,LTD",FINISHED GOODS,FOOTWEAR,NIKE,,HONG FU,"NGHI SON ECONOMIC ZONE, XUAN LAM WARD,  NGHI SON TOWNSHIP",NGHI SON TOWNSHIP,THANH HÓA,"NGHI SON ECONOMIC ZONE, XUAN LAM WARD,  NGHI SON TOWNSHIP, NGHI SON TOWNSHIP, THANH HÓA, Viet Nam",450000,Viet Nam,SE ASIA,17304,16430,88.0%,0.0%,18.611043,105.760895,success
ARTFX CONCORD,FINISHED GOODS,APPAREL,NIKE,,TEGRA,244 MANOR AVE SW,CONCORD,NORTH CAROLINA,"244 MANOR AVE SW, CONCORD, NORTH CAROLINA, United States of America",28025,United States of America,AMERICAS,113,103,52.0%,0.0%,35.383661,-80.569189,success
ARTFX INC,FINISHED GOODS,APPAREL,NIKE,,TEGRA,1125 AZALEA GARDEN ROAD,NORFOLK,VIRGINIA,"1125 AZALEA GARDEN ROAD, NORFOLK, VIRGINIA, United States of America",23502,United States of America,AMERICAS,534,496,35.0%,7.7%,36.858003,-76.233797,success
ASENA 3 TEXTIL S.R.L.,FINISHED GOODS,APPAREL,NIKE,,YESIM,SOVETSKAYA NO:5/1,CEADIR LUNGA,,"SOVETSKAYA NO:5/1, CEADIR LUNGA, , Moldova (Republic of)",7401,Moldova (Republic of),EMEA,362,245,91.0%,0.0%,46.063155,28.813658,doubt
ASENA 4,FINISHED GOODS,APPAREL,NIKE,Collegiate,YESIM,LENIN STREET NO. 243,"KONGAZ,COMRAT",GAGAUZIA-- UNITATE,"LENIN STREET NO. 243, KONGAZ,COMRAT, GAGAUZIA-- UNITATE, Moldova (Republic of)",3819,Moldova (Republic of),EMEA,424,279,94.0%,0.0%,42.71284,41.467861,success
ASENA TEXTILE,FINISHED GOODS,APPAREL,NIKE,,YESIM,STR KIROVA 142,KAZAYAK,GAGAUZIA-- UNITATE,"STR KIROVA 142, KAZAYAK, GAGAUZIA-- UNITATE, Moldova (Republic of)",6113,Moldova (Republic of),EMEA,245,135,99.0%,0.0%,47.759909,29.000182,doubt
"ATOMS., INC",FINISHED GOODS,EQUIPMENT,NIKE,,NO GROUP (EQ),"156-4,DAIFUKU",SAKURAI,NARA,"156-4,DAIFUKU, SAKURAI, NARA, JAPAN",6330067,JAPAN,N ASIA,2,1,0.0%,0.0%,34.250453,134.351775,doubt
AURORA INDUSTRIAL VIETNAM FOOTWEAR,FINISHED GOODS,FOOTWEAR,Converse,,HONG FU,THIEN HUONG COMMUNE,HAI PHONG,HAI PHONG,"THIEN HUONG COMMUNE, HAI PHONG, HAI PHONG, Viet Nam",180000,Viet Nam,SE ASIA,7261,6528,85.0%,0.0%,20.829913,106.690346,success
AVERY DENNISON RIS HONDURAS S DE R,FINISHED GOODS - COMPONENTS,APPAREL,NIKE,,AVERY DENNISON,"_ ZIP BUFALO EDIFICIO 25, VILLANUEVA, CORTES HONDURAS",VILLANUEVA,CORTÉS,"_ ZIP BUFALO EDIFICIO 25, VILLANUEVA, CORTES HONDURAS, VILLANUEVA, CORTÉS, HONDURAS",504,HONDURAS,AMERICAS,967,777,37.0%,0.1%,15.350699,-87.98558,success
BADGE PROMOTIONS BV,FINISHED GOODS,APPAREL,NIKE,,EUROCAP,INDUSTRIEWEG 3,WOERDEN,UTRECHT,"INDUSTRIEWEG 3, WOERDEN, UTRECHT, NETHERLANDS",3442 AC,NETHERLANDS,EMEA,13,12,35.0%,25.0%,52.098374,4.94515,success
BAIKSAN CO. LTD.,MATERIALS,MATERIALS,NIKE,,BAIKSAN,1735-15 SONGJEONG-DONG,SIHEUNG-SI,BUSAN,"1735-15 SONGJEONG-DONG, SIHEUNG-SI, BUSAN, Korea (Republic of)",0,Korea (Republic of),N ASIA,,,0.0%,0.0%,26.607266,127.965267,doubt
BAIKSAN INDONESIA,MATERIALS,MATERIALS,NIKE,,BAIKSAN,"JL. BUMIMAS I NO.7 KAWASAN INDUSTRI CIKUPAMAS, CIKUPA, TANGERANG",TANGERANG,BANTEN,"JL. BUMIMAS I NO.7 KAWASAN INDUSTRI CIKUPAMAS, CIKUPA, TANGERANG, TANGERANG, BANTEN, INDONESIA",15710,INDONESIA,S ASIA,,,0.0%,0.0%,-6.154265,106.602916,doubt
BAIKSAN VIETNAM,MATERIALS,MATERIALS,NIKE,,BAIKSAN,"49-51 VSIP II,THI XA THU DAU MOT",HUYEN TAN UYEN & BEN CAT,BINH DUONG,"49-51 VSIP II,THI XA THU DAU MOT, HUYEN TAN UYEN & BEN CAT, BINH DUONG, Viet Nam",0,Viet Nam,SE ASIA,,,0.0%,0.0%,11.084821,106.687437,success
"BC GRAPHICS, INC",FINISHED GOODS,APPAREL,NIKE,,BC GRAPHICS,"11000 SW 11TH ST., SUITE 400",BEAVERTON,OREGON,"11000 SW 11TH ST., SUITE 400, BEAVERTON, OREGON, United States of America",97005,United States of America,AMERICAS,28,25,65.0%,0.0%,45.478718,-122.789715,success
"BERRY APPAREL CAMBODIA CO., LTD.",FINISHED GOODS,APPAREL,NIKE,,TAI WAH,PHUM CHUMPOU VOIN,PHNOM PENH,PHNOM PENH,"PHUM CHUMPOU VOIN, PHNOM PENH, PHNOM PENH, CAMBODIA",12405,CAMBODIA,SE ASIA,3145,3000,91.0%,0.0%,11.565555,104.927736,doubt
BIG GAME SPORTS,FINISHED GOODS,APPAREL,NIKE,,NO GROUP (AP),13835 WELCH RD,DALLAS,TEXAS,"13835 WELCH RD, DALLAS, TEXAS, United States of America",75244,United States of America,AMERICAS,46,34,26.0%,0.0%,32.736212,-96.784359,doubt
BINDA (G.B. SRL),FINISHED GOODS,APPAREL,NIKE,,DIOR,VIA MONTE BIANCO 1,VILLA GUARDIA,COMO,"VIA MONTE BIANCO 1, VILLA GUARDIA, COMO, ITALY",22079,ITALY,EMEA,60,29,37.0%,24.1%,45.772174,9.018605,doubt
BLUE STAR GRAPHICS,FINISHED GOODS,APPAREL,NIKE,,BLUE STAR,15825 GATEWAY DRIVE,FRISCO,TEXAS,"15825 GATEWAY DRIVE, FRISCO, TEXAS, United States of America",75034,United States of America,AMERICAS,53,48,73.0%,0.0%,33.144537,-96.822688,doubt
BODYLINE PRIVATE LIMITED - BALANGODA,FINISHED GOODS,APPAREL,NIKE,,MAS HOLDINGS,WELIGEPOLA ROAD,BALANGODA,,"WELIGEPOLA ROAD, BALANGODA, , SRI LANKA",70100,SRI LANKA,S ASIA,1096,772,85.0%,0.0%,6.624092,80.831782,doubt
BODYLINE PRIVATE LIMITED III,FINISHED GOODS,APPAREL,NIKE,,MAS HOLDINGS,KALAWELLAWA ROAD,AGALAWATTA,RATNAPURA,"KALAWELLAWA ROAD, AGALAWATTA, RATNAPURA, SRI LANKA",12200,SRI LANKA,S ASIA,958,645,98.0%,0.0%,6.579552,80.565741,doubt
BODYLINE PVT LIMITED,FINISHED GOODS,APPAREL,NIKE,Collegiate,MAS HOLDINGS,RATNAPURA ROAD,HORANA,KALUTARA,"RATNAPURA ROAD, HORANA, KALUTARA, SRI LANKA",12400,SRI LANKA,S ASIA,4666,3305,78.0%,0.0%,6.752307,80.057135,doubt
BODYLINE PVT LIMITED BPL II,FINISHED GOODS,APPAREL,NIKE,,MAS HOLDINGS,KALAWELLAWA ROAD,AGALAWATTA,RATNAPURA,"KALAWELLAWA ROAD, AGALAWATTA, RATNAPURA, SRI LANKA",12200,SRI LANKA,S ASIA,2256,1875,86.0%,0.0%,6.579552,80.565741,doubt
"BOU JIN YANGZHOU GARMENTS CO., LTD",FINISHED GOODS,APPAREL,NIKE,,TIEN POU,"NO. 1, BAO YUEN RD., YUEYUEN INDUSTRIAL PARK, YANGZHOU",YANGZHOU,JIANGSU,"NO. 1, BAO YUEN RD., YUEYUEN INDUSTRIAL PARK, YANGZHOU, YANGZHOU, JIANGSU, China Mainland",225000,China Mainland,N ASIA,838,525,81.0%,0.0%,22.437577,113.997725,doubt
"BRANCH OF THUAN PHUONG EMBROIDERIES GARMENTS CO., LTD- M.D.K FACTORY",FINISHED GOODS,APPAREL,NIKE,,NO GROUP (AP),"09-09A TO KY STR, TRUNG MY TAY WARD, DIST 12",HO CHI MINH CITY,HO CHI MINH,"09-09A TO KY STR, TRUNG MY TAY WARD, DIST 12, HO CHI MINH CITY, HO CHI MINH, Viet Nam",70000,Viet Nam,SE ASIA,1162,891,78.0%,0.0%,10.75,106.66667,doubt
BRANCH OF THUAN PHUONG EMBROIDERIES GARMENTS COMPANY LIMITED - THUAN PHUONG LONG AN FACTORY,FINISHED GOODS,APPAREL,NIKE,,THUAN PHUONG,"HAMLET 3, LONG CANG COMMUNE, CAN DUOC DISTRICT, LONG AN PROVINCE",CAN DUON,LONG AN,"HAMLET 3, LONG CANG COMMUNE, CAN DUOC DISTRICT, LONG AN PROVINCE, CAN DUON, LONG AN, Viet Nam",,Viet Nam,SE ASIA,1464,652,67.0%,0.0%,-39.334583,174.278227,doubt
BRANDIX APPAREL SOLUTION LTD - ESSENTIALS,FINISHED GOODS,APPAREL,NIKE,,NO GROUP (AP),"449,NEW KALMUNAI ROAD ARYAMPATHY BATTICALOA",BATTICALOA,BATTICALOA,"449,NEW KALMUNAI ROAD ARYAMPATHY BATTICALOA, BATTICALOA, BATTICALOA, SRI LANKA",30000,SRI LANKA,S ASIA,4204,3972,92.0%,0.0%,7.772282,81.472769,doubt
BUMCHANG DOORI,FINISHED GOODS,EQUIPMENT,NIKE,,BUMCHANG DOORI,"RM.601, SK BUILDING, #223-28, SANGDAEWON-DONG, JOONGWON-GU",SUNGNAM-SI,GYEONGGIDO,"RM.601, SK BUILDING, #223-28, SANGDAEWON-DONG, JOONGWON-GU, SUNGNAM-SI, GYEONGGIDO, Korea (Republic of)",461-182,Korea (Republic of),N ASIA,12,10,45.0%,0.0%,37.44101156,127.176823,success
"C&K VINA CO.,LTD",FINISHED GOODS,FOOTWEAR,NIKE,,TAEKWANG,"LOT E1, E2, MINH HUNG KOREA INDUSTRIAL PARK",CHON THAN DISTRICT,BÌNH PHUC,"LOT E1, E2, MINH HUNG KOREA INDUSTRIAL PARK, CHON THAN DISTRICT, BÌNH PHUC, Viet Nam",83000,Viet Nam,SE ASIA,1549,1506,88.0%,0.0%,38.988986,-76.939491,doubt
"C&W EMBROIDERY, INC.",FINISHED GOODS,APPAREL,NIKE,,C&W,386 HWY 356,RIENZI,MISSISSIPPI,"386 HWY 356, RIENZI, MISSISSIPPI, United States of America",38865,United States of America,AMERICAS,145,110,85.0%,0.0%,34.7633,-88.533972,doubt
C.C. CREATIONS,FINISHED GOODS,APPAREL,NIKE,,NO GROUP (AP),1800 SHILOH AVENUE,BRYAN,TEXAS,"1800 SHILOH AVENUE, BRYAN, TEXAS, United States of America",77803,United States of America,AMERICAS,135,108,49.0%,0.0%,30.653393,-96.410636,success
CALCETINES DE EXPORTACION SAN JOSE S.A. DE C.V,FINISHED GOODS,APPAREL,Converse,,NO GROUP (AP),MIRASOLES 12,COLONIA BUGAMBILIAS,PUEBLA,"MIRASOLES 12, COLONIA BUGAMBILIAS, PUEBLA, MEXICO",72580,MEXICO,AMERICAS,13,11,1.0%,9.1%,19.147189,-98.387217,success
CALZIFICIO DE PIO  DI CHIARUTTINI & C. SNC,FINISHED GOODS,APPAREL,NIKE,,DIOR,VIA TITO SPERI 29,BOTTICINO,BRESCIA,"VIA TITO SPERI 29, BOTTICINO, BRESCIA, ITALY",25082,ITALY,EMEA,22,17,90.0%,5.9%,45.534893,10.30115,doubt
"CAN SPORTS VIETNAM CO., LTD",FINISHED GOODS,FOOTWEAR,NIKE,,SPORTS GEAR,"THUAN HOA HAMLET, TRUONG MIT COMMUNE",DUONG MINH CHAU DISTRICT,TÂY NINH,"THUAN HOA HAMLET, TRUONG MIT COMMUNE, DUONG MINH CHAU DISTRICT, TÂY NINH, Viet Nam",730000,Viet Nam,SE ASIA,7809,6128,75.0%,0.0%,10.956939,106.70442,success
"CCH TOP VN CO., LTD.",FINISHED GOODS,APPAREL,NIKE,Collegiate,CHUAN CHENG,"TAN THUAN ROAD, TAN THUAN EXPORT PROCESSING ZONE, DIST. 7",HO CHI MINH,HO CHI MINH,"TAN THUAN ROAD, TAN THUAN EXPORT PROCESSING ZONE, DIST. 7, HO CHI MINH, HO CHI MINH, Viet Nam",7000,Viet Nam,SE ASIA,2144,2067,85.0%,58.4%,10.752845,106.733585,doubt
CHANG SHIN INDONESIA,FINISHED GOODS,FOOTWEAR,NIKE,,CHANGSHIN,"JL DUSUN GINTUNGKOLOT RT 16/04, GINTUNGKERTA , KLARI",KARAWANG,JAWA BARAT,"JL DUSUN GINTUNGKOLOT RT 16/04, GINTUNGKERTA , KLARI, KARAWANG, JAWA BARAT, INDONESIA",41371,INDONESIA,S ASIA,16271,15445,87.0%,0.3%,-6.288714,107.41862,doubt
"CHANG SHIN VIETNAM CO., LTD",FINISHED GOODS,FOOTWEAR,NIKE,,CHANGSHIN,"LOT C, LOC AN – BINH SON INDUSTRIAL ZONE",LONG THANH DISTRICT,_NG NAI,"LOT C, LOC AN – BINH SON INDUSTRIAL ZONE, LONG THANH DISTRICT, _NG NAI, Viet Nam",,Viet Nam,SE ASIA,5690,5565,93.0%,0.0%,30.323415,-81.635615,success
"CHANG SHIN VIETNAM COMPANY, LTD.",FINISHED GOODS,FOOTWEAR,NIKE,,CHANGSHIN,"THANH PHU, VINH CUU, DONG NAI",DONG NAI,_NG NAI,"THANH PHU, VINH CUU, DONG NAI, DONG NAI, _NG NAI, Viet Nam",76000,Viet Nam,SE ASIA,26853,25413,80.0%,54.5%,9.927554,106.563217,success
"CHANG WONG INDUSTRIAL CO., LTD.",FINISHED GOODS,EQUIPMENT,NIKE,,NO GROUP (EQ),"NO.157, LN.92, FENGNAN ST.",TAICHUNG CITY,TAICHUNG,"NO.157, LN.92, FENGNAN ST., TAICHUNG CITY, TAICHUNG, Taiwan",42084,Taiwan,N ASIA,23,14,42.0%,0.0%,69.407378,86.166174,doubt
CHANGSHIN INC.,FINISHED GOODS,FOOTWEAR,NIKE,,CHANGSHIN,"242, JANGPYEONG-RO, SAHA-GU, BUSAN, KOREA",BUSAN,BUSAN GWANGYEOGSI,"242, JANGPYEONG-RO, SAHA-GU, BUSAN, KOREA, BUSAN, BUSAN GWANGYEOGSI, Korea (Republic of)",604-030,Korea (Republic of),N ASIA,965,317,52.0%,0.0%,54.035779,27.402721,success
"CHENG HORNG INDUSTRIAL CO., LTD.",MATERIALS,MATERIALS,NIKE,,LITTLE KING INDUSTRIES CO. LTD.,"NO.230, HONGZUN RD., PINGZHEN DIST.",TAOYUAN,KAO-HSIUNG,"NO.230, HONGZUN RD., PINGZHEN DIST., TAOYUAN, KAO-HSIUNG, Taiwan",324,Taiwan,N ASIA,,,0.0%,0.0%,23.798532,120.955426,doubt
"CHONGQING SUMEC CHANGJIANG GARMENT CO.,LTD",FINISHED GOODS,APPAREL,NIKE,,NO GROUP (AP),"NO.22-2 , LIANHE ROAD , WANZHOU DISTRICT",CHONGQING,CHONGQING,"NO.22-2 , LIANHE ROAD , WANZHOU DISTRICT, CHONGQING, CHONGQING, China Mainland",404000,China Mainland,N ASIA,227,192,85.0%,0.0%,30.78171967,108.452811,success
"CHUAN CHENG HAT CO., LTD.",FINISHED GOODS,APPAREL,NIKE,Collegiate,CHUAN CHENG,"NO. 56, CHUNG SHAN ROAD",TAICHUNG,KAOHSIUNG,"NO. 56, CHUNG SHAN ROAD, TAICHUNG, KAOHSIUNG, Taiwan",428,Taiwan,N ASIA,155,119,80.0%,16.0%,22.629212,120.319724,doubt
CHUAN CHENG YUN LIN FACTORY,FINISHED GOODS,APPAREL,NIKE,,CHUAN CHENG,"14, JUNG CUN ROAD, PU-ZAI CUN, CI TONG HSIANG",YUAN LIN HSIEN,YUNLIN,"14, JUNG CUN ROAD, PU-ZAI CUN, CI TONG HSIANG, YUAN LIN HSIEN, YUNLIN, Taiwan",647,Taiwan,N ASIA,50,44,88.0%,0.0%,23.721086,120.367467,doubt
"CHUZHOU KORRUN FUTURE LUGGAGE PRODUCTS CO., LTD",FINISHED GOODS,EQUIPMENT,NIKE,,FORMOSA,"BLOCK#12 ,QUANZHOU ROAD#100,",CHUZHOU,ANHUI,"BLOCK#12 ,QUANZHOU ROAD#100, CHUZHOU, ANHUI, China Mainland",239000,China Mainland,N ASIA,575,450,85.0%,0.0%,32.30466957,118.4186585,success
COCALQUI COOPERATIVA DE TRABALHO DA INDÚSTRIA DE CALÇADOS DE QUIXERAMOBIM,FINISHED GOODS,FOOTWEAR,NIKE,,ANIGER,"RUA GERALDO BIZARRIA DE CARVALHO, 35",QUIXERAMOBIM,CEARÁ,"RUA GERALDO BIZARRIA DE CARVALHO, 35, QUIXERAMOBIM, CEARÁ, BRAZIL",63800-000,BRAZIL,AMERICAS,3876,3765,55.0%,0.0%,-5.194479,-39.294006,doubt
COLLITEX S.R.L.,FINISHED GOODS - COMPONENTS,FOOTWEAR,NIKE,,AVERY DENNISON,"STRADA PROVINCIALE BONIFICA, 41",ANCARANO,,"STRADA PROVINCIALE BONIFICA, 41, ANCARANO, , ITALY",64010,ITALY,EMEA,406,289,47.0%,1.4%,42.833297,13.737769,doubt
"COLLTEX GARMENT MFY CO., LTD.(VN)",FINISHED GOODS,APPAREL,NIKE,,ECLAT,"LOT 28, ROAD NO. 7 ,TRANG BANG INDUSTRIAL PARK",TRANG BANG,TÂY NINH,"LOT 28, ROAD NO. 7 ,TRANG BANG INDUSTRIAL PARK, TRANG BANG, TÂY NINH, Viet Nam",843440,Viet Nam,SE ASIA,2206,1879,92.0%,0.0%,33.206167,-97.151641,doubt
CONG TIEN GARMENT JOINT STOCK COMPANY,FINISHED GOODS,APPAREL,NIKE,Collegiate,SOUTH ISLAND,"27 MAC VAN THANH STREET, WARD 3",GO CONG,TIN GIANG,"27 MAC VAN THANH STREET, WARD 3, GO CONG, TIN GIANG, Viet Nam",84,Viet Nam,SE ASIA,1930,1605,84.0%,0.0%,50.458318,4.80564,doubt
CONG TY TNHH MAY MAC PREMIER GLOBAL VIETNAM,FINISHED GOODS,APPAREL,NIKE,,NICE APPAREL,LO C,TINH BINH DUONG,BÌNH DUONG,"LO C, TINH BINH DUONG, BÌNH DUONG, Viet Nam",82000,Viet Nam,SE ASIA,2032,1000,77.0%,2.8%,11.199916,106.661041,doubt
COOPERATIVA TEXTIL SEUCA LTDA.,FINISHED GOODS,APPAREL,Converse,,NO GROUP (AP),LAS HERAS 513,GUAYMALLEN,MENDOZA,"LAS HERAS 513, GUAYMALLEN, MENDOZA, ARGENTINA",M5521,ARGENTINA,AMERICAS,21,20,1.0%,5.0%,-32.92277,-68.73935,doubt
COOPERSHOES - COOPERATIVA DE TRABALHO E INDUSTRIA DE CALÇADOS JOANETENSE LTDA (PICADA CAFÉ),FINISHED GOODS,FOOTWEAR,"NIKE, Converse",,COOPERSHOES,"RUA VICENTE PRIETO, 3581",PICADA CAFE,RIO GRANDE DO SUL,"RUA VICENTE PRIETO, 3581, PICADA CAFE, RIO GRANDE DO SUL, BRAZIL",95175-000,BRAZIL,AMERICAS,2022,1954,55.0%,0.0%,-29.450481,-51.104593,doubt
COOPERSHOES - COOPERATIVA DE TRABALHO E INDUSTRIA DE CALCADOS JOANETENSE LTDA GARIBALDI,FINISHED GOODS,FOOTWEAR,Converse,,NO GROUP (FW),RUA JOAO MISSIAGGIA 193 CENTRO,GARIBALDI,RIO GRANDE DO SUL,"RUA JOAO MISSIAGGIA 193 CENTRO, GARIBALDI, RIO GRANDE DO SUL, BRAZIL",95720-000,BRAZIL,AMERICAS,116,111,90.0%,0.0%,-29.240486,-51.522423,doubt
COOPERSHOES - COOPERATIVA DE TRABALHO E INDUSTRIA DE CALCADOS JOANETENSE LTDA LAS FLORES,FINISHED GOODS,FOOTWEAR,Converse,,COOPERSHOES,CALLE EL MOLINO,LAS FLORES,BUENOS AIRES,"CALLE EL MOLINO, LAS FLORES, BUENOS AIRES, ARGENTINA",7200,ARGENTINA,AMERICAS,108,86,43.0%,5.8%,-36.010346,-59.176433,doubt
COOPERSHOES (MORADA NOVA),FINISHED GOODS,FOOTWEAR,Converse,,COOPERSHOES,"AVENIDA DO CONTORNO, N 2065 CE 265",MORADA NOVA,CEARÁ,"AVENIDA DO CONTORNO, N 2065 CE 265, MORADA NOVA, CEARÁ, BRAZIL",62940-000,BRAZIL,AMERICAS,2792,2607,53.0%,0.0%,-5.097765,-38.373225,doubt
CORPORACION INDYKNIT S.A.,FINISHED GOODS,APPAREL,NIKE,,INDIANA KNITWEAR,"CALZADA CONCEPCION 5TA CALLE, 5-26, ZONA 6 OFI-",VILLA NUEVA,GUATEMALA,"CALZADA CONCEPCION 5TA CALLE, 5-26, ZONA 6 OFI-, VILLA NUEVA, GUATEMALA, GUATEMALA",1064,GUATEMALA,AMERICAS,2337,1925,60.0%,0.0%,14.52694,-90.5875,doubt
DAEHWA LEATHER LESTARI,MATERIALS,MATERIALS,NIKE,,DAEHWA,B.I.I.E BLOCK C10 NO.6 LIPPO CIKARANG,BEKASI,JAWA BARAT,"B.I.I.E BLOCK C10 NO.6 LIPPO CIKARANG, BEKASI, JAWA BARAT, INDONESIA",17550,INDONESIA,S ASIA,,,0.0%,0.0%,-6.334021,107.137015,doubt
DAH JENG EMBROIDERY,FINISHED GOODS,APPAREL,NIKE,,NO GROUP (AP),"4F, NO. 68, JIUQIONG ST., LUZHOU DIST.",NEW TAIPEI,NEW TAIPEI,"4F, NO. 68, JIUQIONG ST., LUZHOU DIST., NEW TAIPEI, NEW TAIPEI, Taiwan",247,Taiwan,N ASIA,97,49,83.0%,51.0%,25.058464,121.549514,doubt
"DAQIAN TEXTILE CAMBODIA CO., LTD",FINISHED GOODS,APPAREL,NIKE,,NINGBO,"PHUM TROPAING THLEOUNG, SANGKAT CHAOM CHAOV",PHNOM PENH,PHNOM PENH,"PHUM TROPAING THLEOUNG, SANGKAT CHAOM CHAOV, PHNOM PENH, PHNOM PENH, CAMBODIA",12101,CAMBODIA,SE ASIA,5369,5085,95.0%,97.1%,11.57083,104.925698,doubt
DASS ELDORADO SRL,FINISHED GOODS,FOOTWEAR,NIKE,,DASS,"ALBERTO BEJAR BARRIOS, 407",ELDORADO,MISIONES,"ALBERTO BEJAR BARRIOS, 407, ELDORADO, MISIONES, ARGENTINA",3380,ARGENTINA,AMERICAS,1066,837,64.0%,4.2%,-26.314595,-54.423444,doubt
DASS NORDESTE CALÇADOS E ARTIGOS ESPORTIVOS LTDA,FINISHED GOODS,FOOTWEAR,NIKE,,DASS,"RUA JULIO HAUSER, 1640 - BAIRRO 7 DE SETEMBRO",IVOTI,RIO GRANDE DO SUL,"RUA JULIO HAUSER, 1640 BAIRRO 7 DE SETEMBRO, IVOTI, RIO GRANDE DO SUL, BRAZIL",93900-000,BRAZIL,AMERICAS,39,20,90.0%,0.0%,-29.60945181,-51.16157316,success
DASS NORDESTE CALCADOS E ARTIGOS ESPORTIVOS LTDA.,FINISHED GOODS,APPAREL,NIKE,,CLASSICO,AV JURACY MAGALHAES 5200,VITORIA DA CONQUISTA,BAHIA,"AV JURACY MAGALHAES 5200, VITORIA DA CONQUISTA, BAHIA, BRAZIL",45023 -490,BRAZIL,AMERICAS,1871,917,72.0%,0.0%,-14.873991,-40.842653,doubt
